content,author_comment,editor_memo,dummy,create_datetime,author_url,author,license
君の見る月のかたちを僕も見る　口にはせずに駅まで歩く,,,,"Sep 30, 2025 5:34 am",https://x.com/sonatine_yuki,村川愉季,CC BY-NC-ND 4.0
海中のクラゲを月と見た人の孤悲は幸せだっただろうか,,,,"Oct 5, 2025 11:41 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
花びらも雨も運命《さだめ》も受けとめるために差しだす手のやわらかい,,,,"Oct 6, 2025 11:25 pm",https://x.com/yoshinani_tanka,よしなに,CC BY-NC-ND 4.0
泣きながら帰ることになるなんて キャッチのティッシュに救われている,,,,"Oct 2, 2025 12:02 pm",https://x.com/yarukatanashi,ヤマメ,CC BY-NC-ND 4.0
きみが御座《おわ》す場所は遍《あまね》く玉座ほら畳んだシャツも空き段ボールも,お題「王」で作った短歌です。わたしの短歌の「きみ」は常に猫なのですが、猫がいる家はおおよそこの内容に同意していただけるのではないかと。家の中で一番偉いのは猫、地べたには寝ずに何かの上に乗ります。その様子を少々大仰に。,,,"Oct 1, 2025 8:18 pm",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
君と僕は最初のキリン周りより長い首を隠して生きる,,,,"Oct 4, 2025 11:18 pm",https://x.com/okanocoelacanth,みぎひと,CC BY-NC-ND 4.0
"おとなって注射をしてもアンパンマンシールは貼って貰えないんだ
",,,,"Oct 1, 2025 3:59 am",https://x.com/kiroi_iorik,きいろい,CC BY-NC-ND 4.0
舞い降りた銀のエンジェル4枚目　あと1枚で会社を辞める,誰かに背中を押してほしくて。,,,"Sep 30, 2025 8:29 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
街に咲くはなばなの名をわれに説き名は愛だよとわれの名を呼ぶ,,,,"Sep 30, 2025 6:41 pm",https://x.com/morning__calm,朝凪たまご,CC BY-NC-ND 4.0
終わることは始まりだろう竹の花百年先は見知らぬ世界,,,,"Sep 30, 2025 6:03 pm",https://x.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
あのひとはひだりへと 水たまりには紅葉ひとひら秋へゆく舟,,,,"Oct 1, 2025 7:58 am",https://x.com/Koharu_kura,くらたか湖春,CC BY-NC-ND 4.0
川べりをべりべり歩く　秋を踏むような感じがベリベリグッド,,,,"Oct 4, 2025 10:41 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
遠からんパンゲアの地に指を置きこども心のやうな境目,,,,"Oct 6, 2025 12:22 am",https://x.com/6r2Nh,納戸青,CC BY-NC-ND 4.0
ほんとうは驚いたけど驚いちゃだめな気がして握りかえした,,,,"Oct 2, 2025 2:09 pm",https://x.com/tsu6gi_hoshi,星つむぎ,CC BY-NC-ND 4.0
今生で選ばなかった未来たち書庫でおやすみ　いつか会おうね,,,,"Oct 5, 2025 1:32 am",https://x.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
"《君の詩、君の手》
君の詩も大好きだけどひたむきに詩を書いているその手、気になる",,,,"Sep 28, 2025 6:58 pm",https://x.com/@sohbungaku,ソホ。,CC BY-NC-ND 4.0
せがまれて抱き上げる猫しがみ付くTシャツの肩、穴の愛しき,,,,"Oct 1, 2025 9:15 pm",https://x.com/yoimane_57577,よいまね,CC BY-NC-ND 4.0
"密やかな祝福としてできるだけ多くに今日の日付を記す
",,,,"Sep 29, 2025 8:08 pm",https://x.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
「彼岸花を曼珠沙華という人が嫌い」母が僕より若かった頃,,,,"Sep 26, 2025 1:23 am",https://x.com/mukadeyakata,新井宗彦,CC BY-NC-ND 4.0
夏はもう終わってください　行合の空よ、ここにも秋をください,,,,"Oct 1, 2025 9:11 pm",https://x.com/yoimane_57577,よいまね,CC BY-NC-ND 4.0
わたくしがなりたいものは花でなく果実でもなくただの月です,,,,"Oct 6, 2025 3:16 pm",https://x.com/saku_furui,古井　朔,CC BY-NC-ND 4.0
あの人は私ではない人を待つ彼岸花のかんざし挿して,,,,"Sep 30, 2025 6:43 pm",https://x.com/morning__calm,朝凪たまご,CC BY-NC-ND 4.0
夕焼けはだれかの地獄かもしれず影の長さは嘘をつけない,,,,"Oct 6, 2025 11:26 pm",https://x.com/yoshinani_tanka,よしなに,CC BY-NC-ND 4.0
一度しか死ねない僕が水換えをする豆苗の緑　まぶしい,,,,"Oct 1, 2025 7:58 am",https://x.com/Koharu_kura,くらたか湖春,CC BY-NC-ND 4.0
さみしくはないよ 雪見だいふくはひとりでふたつ食うためにある,,,,"Oct 2, 2025 12:02 pm",https://x.com/yarukatanashi,ヤマメ,CC BY-NC-ND 4.0
憎しみの釘で黒豆煮てみたら　あらやだ　こんなに綺麗な黒だこと,,,,"Sep 30, 2025 6:46 pm",https://x.com/kikura_ge,キクラゲ,CC BY-NC-ND 4.0
この街の片隅にひとり根を下ろす古葉を散らす風抱きしめて,,,,"Oct 3, 2025 7:03 am",https://x.com/nonaga0303,のなが,CC BY-NC-ND 4.0
ささくれは君が私を想うときそんな迷信　拡散キボンヌ,,,,"Sep 30, 2025 7:17 pm",https://x.com/huGaku17,huGaku,CC BY-NC-ND 4.0
茹でたての餃子みたいな月だった何にもなくて駅に向かった,,,,"Oct 2, 2025 12:54 am",https://x.com/yukikaze_3710,雪風みなと,CC BY-NC-ND 4.0
飛んでったたった三日でやりよった私は今日も四トンの前,,,,"Sep 28, 2025 11:33 pm",https://x.com/suu_0421,すぅ,CC BY-NC-ND 4.0
何ものも殺さず生きているものを殺して美しいサラダです,,,,"Oct 1, 2025 5:55 am",https://x.com/OkadaDouitsu,岡田道一,CC BY-NC-ND 4.0
"道端に仰向けになる蝉　ちゃんと恋をしたのか愛は見えたか
",,,,"Sep 29, 2025 8:07 pm",https://x.com/18necco18,宮緖かよ,CC BY-NC-ND 4.0
車できみと別れた後　残り香がつらいしマクド寄って消そうか,車のなかの残り香が君を思い出させて辛いので、この主人公はマクドナルドのおいしいにおいで掻き消そうとしています。,,,"Oct 6, 2025 9:46 pm",https://x.com/finalkanidoumei,土佐ｱｳﾞｧﾝﾁｭｰﾙぱす汰,CC BY-NC-ND 4.0
０と１その狭間で振動しているコレが「ココロ」ですか、マスター,,,,"Oct 1, 2025 10:39 am",https://x.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
永遠に日曜日だというようなシチメンソウの群生地をゆく,,,,"Sep 30, 2025 4:09 pm",https://x.com/kamedatakumi,亀田巧,CC BY-NC-ND 4.0
真剣に悲しみたいのに老犬に顔をくまなく舐められている,,,,"Sep 30, 2025 11:09 pm",https://x.com/awoi_up20,あをい,CC BY-NC-ND 4.0
どうしたら助かるだろう虚しくも打ち上げられた鯨のようだ,,,,"Sep 30, 2025 10:36 pm",https://x.com/tanimanon258x,谷まのん,CC BY-NC-ND 4.0
果たせなくてもゆるい約束したこと密やかな秋の栞にして,,,,"Oct 1, 2025 8:24 pm",https://x.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
天国の至る所にシアターがあります思い出上映します,,,,"Oct 1, 2025 5:23 pm",https://x.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
"夏終わり残暑絶えなく暦だけ先に進んで始まる長月
",,,,"Sep 28, 2025 10:22 pm",https://x.com/kazeki_mori,森風輝,CC BY-NC-ND 4.0
死にたくも生きたくもない　ささくれをちぎる僕　滲む赤のうつくし,,,,"Oct 6, 2025 1:32 am",https://x.com/yoshiharumichi,吉晴　路,CC BY-NC-ND 4.0
希死念慮のさなかでも野菜室のあのつやつやがめんどくさい,,,,"Oct 1, 2025 8:23 pm",https://x.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
秘密基地の夢ばかりみるチョコレートコスモス好きな人の幸せ,,,,"Oct 6, 2025 12:19 am",https://x.com/6r2Nh,納戸青,CC BY-NC-ND 4.0
コスモスをマクロレンズで撮る時に彼女は少しミツバチになる,,,,"Sep 30, 2025 11:35 pm",https://x.com/awoi_up20,あをい,CC BY-NC-ND 4.0
繋がれた首輪なんかを夢想した末の言葉の絡む足元,言い訳の言葉の重く。,,,"Oct 6, 2025 12:57 am",https://x.com/misosarasenryu,鯖虎,CC BY-NC-ND 4.0
銀のカトラリーを贈る 洋梨の香りと共にゆるりとお眠り,,,,"Sep 30, 2025 5:34 pm",https://x.com/aoha_tsukise,月瀬 葵葉,CC BY-NC-ND 4.0
電線の一本ずつに家があり「がやがや」と書くぼくの「助けて」,,,,"Oct 1, 2025 6:43 am",https://x.com/@hijyouguchi_dot,非常口ドット,CC BY-NC-ND 4.0
眠るって擬似的な死で何度でも生まれなおしてあなたと出会う,,,,"Oct 4, 2025 12:38 am",https://x.com/_akino_tsuki_,あきの　つき,CC BY-NC-ND 4.0
息のおと窓のあわいにとけていく矛盾脱衣で比喩だけのせて,,,,"Oct 6, 2025 6:58 am",https://x.com/plympull,ぷりんぷる,CC BY-NC-ND 4.0
この距離であなたの空を見せられて私はそこでうまく飛びたい,,,,"Oct 4, 2025 8:02 pm",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
永久に眩しいままでいてほしい全て滅びた銀河系でも,,,,"Oct 4, 2025 12:37 am",https://x.com/_akino_tsuki_,あきの　つき,CC BY-NC-ND 4.0
本当はあなたが食べるはずだったポンデリングわたしが食べるから　空へ,,,,"Sep 28, 2025 7:24 pm",https://x.com/kurage_pancake,金井水月,CC BY-NC-ND 4.0
寂しさは気づいたら最後根を張りて気力の源泉枯らしてしまえり,「寂しい」と思った時点で負けなんです。,,,"Sep 29, 2025 7:28 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
泣きたいと言って泣いていいよと言う君がいると笑いたくなる,,,,"Sep 30, 2025 9:27 pm",https://x.com/_05_maryo,井山カナ,CC BY-NC-ND 4.0
三年で恋も実ってくれるなら イガさえ強く抱きしめるのに,,,,"Oct 6, 2025 4:24 pm",https://x.com/Aiyu_Myoi,明井愛結,CC BY-NC-ND 4.0
あゝきみがいつも掃除をしてくれた負の感情が散らかっている,,,,"Sep 30, 2025 8:24 am",https://x.com/l0vemash,真朱,CC BY-NC-ND 4.0
はとバスのババア色めき立つ夜景二徹の俺を孕み瞬く,,,,"Oct 1, 2025 12:32 pm",https://x.com/TEN_57577,てん,CC BY-NC-ND 4.0
麻酔効き　「自分不器用ですから」と　執刀医から　告げられる夢,先週、緊急手術で小腸の一部を切断。今週退院できました。,,,"Sep 22, 2025 9:09 am",,タッチャン,CC BY-NC-ND 4.0
でことでこくっつけて熱測ること夢見て一人冷えピタを貼る,,,,"Oct 1, 2025 8:45 am",https://x.com/kikyo_nakano,仲野キキョウ,CC BY-NC-ND 4.0
そうやって欠片を探し填めていく継ぎ接ぎだらけ愛しい生きもの,心の隙間を埋めるために色んな欠片を探してはその隙間に填めていく。様々なもので隙間を埋められた姿はかなしくていとおしい人間の姿だなぁと思い詠みました。,,,"Sep 30, 2025 9:35 am",https://x.com/mizu_tama_konko,水玉子,CC BY-NC-ND 4.0
ネガティブを煮詰め煮詰めて出来上がるこころの中に蠱毒な孤独,,,,"Oct 3, 2025 8:50 pm",https://x.com/suimitudou16,睡密堂,CC BY-NC-ND 4.0
溶けかけたメロンソーダの白濁に曖昧な言葉かぶせる君は,,,,"Oct 6, 2025 2:47 am",https://x.com/mizunonemuri1,水の眠り,CC BY-NC-ND 4.0
母が百わたしが七十六才で年の差ちぢむ老々予想図,,,,"Oct 6, 2025 9:35 pm",https://x.com/daigakuimo3717,山野たみ,CC BY-NC-ND 4.0
本を閉じ目を閉じた君の両の手の祈りのように閉じたてのひら,,,,"Oct 1, 2025 10:39 am",https://x.com/Itsuki_Mao,しみず,CC BY-NC-ND 4.0
四天王ふたりが時短勤務なの加味してよくぞきたな勇者よ,,,,"Oct 5, 2025 12:41 am",https://x.com/matsuqing,沙々キハム,CC BY-NC-ND 4.0
孵化を待つ雛のように職員用駐車場にて仮眠するひと,,,,"Oct 2, 2025 12:00 pm",https://x.com/yarukatanashi,ヤマメ,CC BY-NC-ND 4.0
"《次はハグ》
寒がりの君に上着をさりげなく渡したけれどハグしたかった",,,,"Sep 28, 2025 6:59 pm",https://x.com/@sohbungaku,ソホ。,CC BY-NC-ND 4.0
泣きながら歩きつつ見るスマホにはパンダが生まれたニュースの通知,,,,"Oct 7, 2025 12:07 am",https://x.com/RAGE0406,紅生姜天ひやむぎっ,CC BY-NC-ND 4.0
入れ替えると言えば気持ちは風であり恋の記憶の部屋ふきぬける,,,,"Sep 30, 2025 4:08 pm",https://x.com/kamedatakumi,亀田巧,CC BY-NC-ND 4.0
オパールのやわい光にとろめいて今宵の夢はミルクの香り,,,,"Sep 30, 2025 5:33 pm",https://x.com/aoha_tsukise,月瀬 葵葉,CC BY-NC-ND 4.0
一枚を重ねて重ねてかじり取る厚み味わい日常バーガー,,,,"Sep 26, 2025 1:54 am",https://x.com/mukadeyakata,新井宗彦,CC BY-NC-ND 4.0
満潮が足跡消してゆくように忘れることで救われている,,,,"Sep 30, 2025 6:04 pm",https://x.com/sorapoky,山口絢子,CC BY-NC-ND 4.0
夕やけを追って背中は半月に追われて帰る国道ぞいを,,,,"Oct 6, 2025 2:44 am",https://x.com/mizunonemuri1,水の眠り,CC BY-NC-ND 4.0
時間から取り残されし祖父に宛て　変わりゆく葉と空気を入れ閉ず,,,,"Oct 6, 2025 1:32 am",https://x.com/yoshiharumichi,吉晴　路,CC BY-NC-ND 4.0
友達がひとりもいないあなたには余ったクレヨン塗ってあげるね,,,,"Oct 4, 2025 10:41 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
一葉に映る残像青春はたしかに君で創られた城,,,,"Sep 30, 2025 3:13 pm",https://x.com/Amamiyaamaki,雨宮雨霧,CC BY-NC-ND 4.0
星の名の丘を流れる川そこにあなたの痕をさがす手のひら,,,,"Oct 6, 2025 11:25 pm",https://x.com/yoshinani_tanka,よしなに,CC BY-NC-ND 4.0
半袖のシャツがはためくバイバイとまたねの手話は違うんだって,,,,"Oct 4, 2025 12:39 am",https://x.com/_akino_tsuki_,あきの　つき,CC BY-NC-ND 4.0
窓のない部屋で暮らそう　太陽も月も僕には眩しすぎるから,,,,"Oct 1, 2025 11:46 pm",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
春風が貸した小説繰る昼に君と話した情景にいる,,,,"Oct 6, 2025 9:25 pm",https://x.com/fujinamino586,藤波こはる,CC BY-NC-ND 4.0
切らないで欠伸しなが僕は言う今日の終わりを君と一緒に,,,,"Oct 1, 2025 8:54 am",https://x.com/kikyo_nakano,仲野キキョウ,CC BY-NC-ND 4.0
白昼の夢　参道を駆けぬけて神泥棒の名をほしいまま,,,,"Oct 1, 2025 5:24 pm",https://x.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
かなしみの欠片こぼれて光るのを空にまいたら満天の星,,,,"Oct 5, 2025 1:50 pm",https://x.com/moonnight_rain,月夜の雨,CC BY-NC-ND 4.0
ポータブル夜です　僕の中でしか泣けないときもあるんでしょ、来て,,,,"Oct 5, 2025 1:33 am",https://x.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
アオハルが眩しすぎて壁に寄る娘の高校今日文化祭,おじさんには弾ける若さが眩しかったです,,,"Sep 28, 2025 10:24 pm",https://x.com/kazeki_mori,森風輝,CC BY-NC-ND 4.0
炭酸のほとんど抜けたサイダーのペットボトルは未だ透明,,,,"Oct 6, 2025 11:49 pm",https://x.com/RAGE0406,紅生姜天ひやむぎっ,CC BY-NC-ND 4.0
追ってくる焼肉の煙惜しむためハッカ飴舐め駐車場に出る,,,,"Oct 1, 2025 7:32 am",https://x.com/SdkyvYNyii36997,たな,CC BY-NC-ND 4.0
ひとりなら迷子と呼ばれることもなく目印のない森にて暮らせ,,,,"Sep 30, 2025 8:12 am",https://x.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
窓を打つ強い雨粒　正直に泣けない大人になってしまった,,,,"Oct 1, 2025 5:28 pm",https://x.com/mskpompomfuwa23,まさけ,CC BY-NC-ND 4.0
寝ぼけるななにに縋ってやがるんだとっくの昔に殺したくせに,,,,"Sep 20, 2025 6:22 am",https://x.com/tatsuyananasino,七篠龍也,CC BY-NC-ND 4.0
濡れた服乾くまではと引き止めてそこから先の言葉飲み込む,帰らないで、となかなか言えない。始まりそうで始まらない、もどかしい恋を詠みました,,,"Oct 5, 2025 6:17 pm",https://x.com/tyrannos818181,さに。,CC BY-NC-ND 4.0
羊雲 ゆうれいたちも衣替えしたらふわふわ月の彼方へ,,,,"Sep 30, 2025 5:35 pm",https://x.com/aoha_tsukise,月瀬 葵葉,CC BY-NC-ND 4.0
あこがれを無邪気なままで終わらせて諳(そら)んじている裸婦たちの名を,,,,"Oct 6, 2025 12:20 am",https://x.com/6r2Nh,納戸青,CC BY-NC-ND 4.0
この星を容れ物にして今もまだ蠱毒をしてる悲しき僕ら,世界平和を。,,,"Sep 30, 2025 8:33 pm",https://x.com/MishinOga,大賀ミシン,CC BY-NC-ND 4.0
隣では光ってしまう生き物で君は代わりに酸素をくれる,お題「光合成」で詠んだ歌です。,,,"Sep 30, 2025 9:27 am",https://x.com/mizu_tama_konko,水玉子,CC BY-NC-ND 4.0
だれよりもまじわるボクとキミだからいづれか星となりてかがやく,,,,"Oct 6, 2025 9:31 pm",https://x.com/fujinamino586,藤波こはる,CC BY-NC-ND 4.0
ね。大人の恋愛だから。サイダーとスパークリングワインの泡立ち,,,,"Oct 3, 2025 4:59 pm",https://x.com/murasameshinco,ムラサメシンコ,CC BY-NC-ND 4.0
脱皮した人魚の鱗に口づけて永遠という味を知る夏,,,,"Oct 1, 2025 11:46 pm",https://x.com/rara_wcat_tanka,アサコル,CC BY-NC-ND 4.0
この鶏冠向いてる方がフロンティア牧場をゆくチャボの足取り,,,,"Sep 30, 2025 8:11 am",https://x.com/MeFuchsia,綿鍋和智子,CC BY-NC-ND 4.0
棒一本羽ばたけ鳥人世界記録六メートルと三十センチ,世界陸上の棒高跳びで世界新記録を更新したスウェーデンのデュプランティス選手を見て詠んでみました。とっても格好がよかったです。,,,"Oct 3, 2025 4:42 pm",https://x.com/fromshino,篠崎蓮,CC BY-NC-ND 4.0
よる　窓を開けて素肌にサイレンが染み込むわたし皆既月食,,,,"Oct 1, 2025 5:26 pm",https://x.com/iam_yukarigohan,ゆかりごはん,CC BY-NC-ND 4.0
のりしろのような長袖たくし上げ秋めく空に洗濯物干す,,,,"Oct 1, 2025 8:27 am",https://x.com/rebelxduck,木ノ宮むじな,CC BY-NC-ND 4.0
スペクトル 屈折率が違うので青しか反射しない青春,,,,"Oct 1, 2025 9:14 pm",https://x.com/kitakitsune77,北狐,CC BY-NC-ND 4.0
お風呂場を一心不乱擦っては境目がやや薄まるわたし,,,,"Oct 1, 2025 12:34 pm",https://x.com/TEN_57577,てん,CC BY-NC-ND 4.0
ひ、と打って火曜の書類を焚べてゆく　遠い異国の供物のように,,,,"Oct 6, 2025 9:15 am",https://x.com/spring_bird_gr,はるかぜ,CC BY-NC-ND 4.0
寄り添える樹木も母ももうなくて麒麟は夜を走り続ける,,,,"Oct 7, 2025 2:26 am",https://x.com/OnakaSuiTanka,小仲翠太,CC BY-NC-ND 4.0
ぴらにあだってやさいをたべたいよるがある　しかられたひ　はやくねたいひ,,,,"Sep 30, 2025 7:19 pm",https://x.com/huGaku17,huGaku,CC BY-NC-ND 4.0
"
ヒーローを気取らせて右手首にはじっとりとしたアザ残っても",,,,"Oct 6, 2025 10:34 pm",https://x.com/AisaiNyawo,藍彩にゃを,CC BY-NC-ND 4.0
潮吹きの感覚をまだおぼえてるような気がする海にいた頃,ヘンな夢をよく見るのですが、鯨になった夢を見たことがあり、そのときに思いきり潮を吹いたとき、夢ながら爽快感がありました。生物はもともと海にいましたから、海の記憶が何がしか残っているのかもしれません。,,,"Oct 1, 2025 8:11 pm",https://x.com/Silbernekatze_,北乃銀猫,CC BY-NC-ND 4.0
かなしみの海を渡れば各々の水の匂いと辛さがあった,辛さの読みは「からさ」と「つらさ」どちらの読みでも構わないと思っています。日本語と漢字の面白さですね。,,,"Oct 6, 2025 12:18 am",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
デパートの大理石の中囲われたアンモナイトはすっぱり割られ,,,,"Oct 6, 2025 12:19 am",https://x.com/tenran_harugiri,せんぱい,CC BY-NC-ND 4.0
目配せて逢瀬を重ねるあの人の日焼けの理由は知らない、聞かない,,,,"Oct 1, 2025 9:09 pm",https://x.com/hHgTbveVDS60586,まろ,CC BY-NC-ND 4.0
さよならの語源を想う　さようなら夏のすべては泡沫でした,,,,"Oct 4, 2025 12:38 am",https://x.com/_akino_tsuki_,あきの　つき,CC BY-NC-ND 4.0
世界にはぱりぱりしている桃もあり、タフな私もどこかにいるはず,,,,"Oct 5, 2025 1:32 am",https://x.com/leslie_bekkie,別木れすり,CC BY-NC-ND 4.0
指を絡めじーんとしみて思い出すささくれ、恋をしている私,,,,"Oct 6, 2025 4:23 pm",https://x.com/Aiyu_Myoi,明井愛結,CC BY-NC-ND 4.0
幸せなはずなんだって言い聞かせ「自分殺害事件」を起こす,,,,"Oct 5, 2025 11:42 pm",https://x.com/36aoRu1Re4K4AbR,空虚 シガイ,CC BY-NC-ND 4.0
一歩ずつ進むが肝心だと言うが歩幅はみんな一緒じゃないんだ,一歩が大きい人にはついていけない。歩くスピードだって同じ。逃れられない呪縛。,,,"Sep 28, 2025 6:15 pm",https://x.com/Precure_Yoisho,よいしょ上手の高木さん,CC BY-NC-ND 4.0
秋風をなぞれば赤い腕となり枯れることなく血はまた巡る,,,,"Oct 4, 2025 10:07 pm",https://x.com/@Tamonokidesu,戸倉田面木,CC BY-NC-ND 4.0
青い実をついばむやうに頤をあなたの肩に止まらせてゐる,,,,"Oct 1, 2025 7:59 am",https://x.com/Koharu_kura,くらたか湖春,CC BY-NC-ND 4.0
花束を抱え直して歩く夜生きてる香りに泣きそうになる,,,,"Oct 1, 2025 8:25 pm",https://x.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
アルクアラウンドしたいが、でも、できない、虫の音サラウンドなこの夜道,,,,"Sep 26, 2025 5:54 pm",https://x.com/osorakukajin,奈路 侃,CC BY-NC-ND 4.0
後れ毛を櫛で撫で上げ母さんの結界はかたく透明だった,,,,"Oct 6, 2025 2:45 am",https://x.com/mizunonemuri1,水の眠り,CC BY-NC-ND 4.0
月白くネットトレンドに厭世のまんがのコマが群がってくる,,,,"Oct 4, 2025 10:42 pm",https://x.com/ttmx6,畳川鷺々,CC BY-NC-ND 4.0
失敗も糧になっていると信じタイムマシンは乗らないでおく,,,,"Sep 30, 2025 8:47 am",https://x.com/blue_navy_color,青色紺色,CC BY-NC-ND 4.0
ふたりで迷いたかっただけなのに迷わずに行けと君が言う,,,,"Oct 1, 2025 8:24 pm",https://x.com/zeronokamides,ゼロの紙,CC BY-NC-ND 4.0
振り向けば鬼は私を追ってこずごっこ遊びは日の暮れるまで,,,,"Oct 5, 2025 9:16 pm",https://x.com/kijousan,宇井モナミ,CC BY-NC-ND 4.0
